block;russian;transcription;english;translations;examples
outdoor_recreation_60;волна́;/volna/;wave;wave;"Это ""волна́"". | Я учу слово ""волна́""."
outdoor_recreation_60;зага́р;/zagar/;tan;tan;"Это ""зага́р"". | Я учу слово ""зага́р""."
outdoor_recreation_60;купаться;/kupatsya/;to swim;to swim;"Это ""купаться"". | Я учу слово ""купаться""."
outdoor_recreation_60;загора́ть;/zagorat/;to sunbathe;to sunbathe;"Это ""загора́ть"". | Я учу слово ""загора́ть""."
outdoor_recreation_60;пла́вать;/plavat/;to swim;to swim;"Это ""пла́вать"". | Я учу слово ""пла́вать""."
outdoor_recreation_60;ло́дка;/lodka/;boat;boat;"Это ""ло́дка"". | Я учу слово ""ло́дка""."
outdoor_recreation_60;у́дочка;/udochka/;fishing rod;fishing rod;"Это ""у́дочка"". | Я учу слово ""у́дочка""."
outdoor_recreation_60;рыба́лка;/rybalka/;fishing;fishing;"Это ""рыба́лка"". | Я учу слово ""рыба́лка""."
outdoor_recreation_60;гриб;/grib/;mushroom;mushroom;"Это ""гриб"". | Я учу слово ""гриб""."
outdoor_recreation_60;я́года;/yagoda/;berry;berry;"Это ""я́года"". | Я учу слово ""я́года""."
outdoor_recreation_60;корзи́на;/korzina/;basket;basket;"Это ""корзи́на"". | Я учу слово ""корзи́на""."
outdoor_recreation_60;раскладной стул;/raskladnoi stul/;folding chair;folding chair;"Это ""раскладной стул"". | Я учу слово ""раскладной стул""."
outdoor_recreation_60;плед;/plyed/;blanket;blanket;"Это ""плед"". | Я учу слово ""плед""."
outdoor_recreation_60;те́рмос;/tyermos/;thermos;thermos;"Это ""те́рмос"". | Я учу слово ""те́рмос""."
outdoor_recreation_60;холодильная су́мка;/kholodilnaya sumka/;cooler bag;cooler bag;"Это ""холодильная су́мка"". | Я учу слово ""холодильная су́мка""."
outdoor_recreation_60;сок;/sok/;juice;juice;"Это ""сок"". | Я учу слово ""сок""."
outdoor_recreation_60;вода́;/voda/;water;water;"Это ""вода́"". | Я учу слово ""вода́""."
outdoor_recreation_60;бутербро́д;/butyerbrod/;sandwich;sandwich;"Это ""бутербро́д"". | Я учу слово ""бутербро́д""."
outdoor_recreation_60;со́сиска;/sosiska/;sausage;sausage;"Это ""со́сиска"". | Я учу слово ""со́сиска""."
outdoor_recreation_60;сала́т;/salat/;salad;salad;"Это ""сала́т"". | Я учу слово ""сала́т""."
outdoor_recreation_60;фру́кты;/frukty/;fruit;fruit;"Это ""фру́кты"". | Я учу слово ""фру́кты""."
outdoor_recreation_60;овощи;/ovoshchi/;vegetables;vegetables;"Это ""овощи"". | Я учу слово ""овощи""."
outdoor_recreation_60;солнцезащитный крем;/solntsyezashchitnyi kryem/;sunscreen;sunscreen;"Это ""солнцезащитный крем"". | Я учу слово ""солнцезащитный крем""."
outdoor_recreation_60;полоте́нце;/polotyentsye/;towel;towel;"Это ""полоте́нце"". | Я учу слово ""полоте́нце""."
outdoor_recreation_60;сла́нцы;/slantsy/;flip-flops;flip-flops;"Это ""сла́нцы"". | Я учу слово ""сла́нцы""."
outdoor_recreation_60;купа́льник;/kupalnik/;swimsuit;swimsuit;"Это ""купа́льник"". | Я учу слово ""купа́льник""."
outdoor_recreation_60;мяч;/myach/;ball;ball;"Это ""мяч"". | Я учу слово ""мяч""."
outdoor_recreation_60;бадминто́н;/badminton/;badminton;badminton;"Это ""бадминто́н"". | Я учу слово ""бадминто́н""."
outdoor_recreation_60;гама́к;/gamak/;hammock;hammock;"Это ""гама́к"". | Я учу слово ""гама́к""."
outdoor_recreation_60;зака́т;/zakat/;sunset;sunset;"Это ""зака́т"". | Я учу слово ""зака́т""."
outdoor_recreation_60;рассве́т;/rassvyet/;sunrise;sunrise;"Это ""рассве́т"". | Я учу слово ""рассве́т""."
outdoor_recreation_60;отдыха́ть;/otdykhat/;to relax;to relax;"Это ""отдыха́ть"". | Я учу слово ""отдыха́ть""."
outdoor_recreation_60;гуля́ть;/gulyat/;to walk;to walk;"Это ""гуля́ть"". | Я учу слово ""гуля́ть""."
outdoor_recreation_60;жа́рить мясо;/zharit myaso/;grill meat;grill meat;"Это ""жа́рить мясо"". | Я учу слово ""жа́рить мясо""."
outdoor_recreation_60;разже́чь косте́р;/razzhyech kostyer/;light a fire;light a fire;"Это ""разже́чь косте́р"". | Я учу слово ""разже́чь косте́р""."
outdoor_recreation_60;ста́вить палатку;/stavit palatku/;pitch a tent;pitch a tent;"Это ""ста́вить палатку"". | Я учу слово ""ста́вить палатку""."
outdoor_recreation_60;собира́ть я́годы;/sobirat yagody/;pick berries;pick berries;"Это ""собира́ть я́годы"". | Я учу слово ""собира́ть я́годы""."
outdoor_recreation_60;собира́ть грибы́;/sobirat griby/;pick mushrooms;pick mushrooms;"Это ""собира́ть грибы́"". | Я учу слово ""собира́ть грибы́""."
outdoor_recreation_60;чистый во́здух;/chistyi vozdukh/;fresh air;fresh air;"Это ""чистый во́здух"". | Я учу слово ""чистый во́здух""."
outdoor_recreation_60;выходной;/vykhodnoi/;day off;day off;"Это ""выходной"". | Я учу слово ""выходной""."
outdoor_recreation_60;хоро́шая компа́ния;/khoroshaya kompaniya/;good company;good company;"Это ""хоро́шая компа́ния"". | Я учу слово ""хоро́шая компа́ния""."
weather_50;пого́да;/pogoda/;weather;weather;"Это ""пого́да"". | Я учу слово ""пого́да""."
weather_50;температу́ра;/tyempyeratura/;temperature;temperature;"Это ""температу́ра"". | Я учу слово ""температу́ра""."
weather_50;со́лнце;/solntsye/;sun;sun;"Это ""со́лнце"". | Я учу слово ""со́лнце""."
weather_50;солнечно;/solnyechno/;sunny;sunny;"Это ""солнечно"". | Я учу слово ""солнечно""."
weather_50;ясно;/yasno/;clear;clear;"Это ""ясно"". | Я учу слово ""ясно""."
weather_50;обла́чно;/oblachno/;cloudy;cloudy;"Это ""обла́чно"". | Я учу слово ""обла́чно""."
weather_50;пасмурно;/pasmurno/;overcast;overcast;"Это ""пасмурно"". | Я учу слово ""пасмурно""."
weather_50;ве́тер;/vyetyer/;wind;wind;"Это ""ве́тер"". | Я учу слово ""ве́тер""."
weather_50;ве́трено;/vyetryeno/;windy;windy;"Это ""ве́трено"". | Я учу слово ""ве́трено""."
weather_50;дождь;/dozhd/;rain;rain;"Это ""дождь"". | Я учу слово ""дождь""."
weather_50;ли́вень;/livyen/;downpour;downpour;"Это ""ли́вень"". | Я учу слово ""ли́вень""."
weather_50;моро́сь;/moros/;drizzle;drizzle;"Это ""моро́сь"". | Я учу слово ""моро́сь""."
weather_50;гроза́;/groza/;thunderstorm;thunderstorm;"Это ""гроза́"". | Я учу слово ""гроза́""."
weather_50;мо́лния;/molniya/;lightning;lightning;"Это ""мо́лния"". | Я учу слово ""мо́лния""."
weather_50;гром;/grom/;thunder;thunder;"Это ""гром"". | Я учу слово ""гром""."
weather_50;снег;/snyeg/;snow;snow;"Это ""снег"". | Я учу слово ""снег""."
weather_50;снегопа́д;/snyegopad/;snowfall;snowfall;"Это ""снегопа́д"". | Я учу слово ""снегопа́д""."
weather_50;мете́ль;/myetyel/;blizzard;blizzard;"Это ""мете́ль"". | Я учу слово ""мете́ль""."
weather_50;мороз;/moroz/;frost;frost;"Это ""мороз"". | Я учу слово ""мороз""."
weather_50;холодно;/kholodno/;cold;cold;"Это ""холодно"". | Я учу слово ""холодно""."
weather_50;прохладно;/prokhladno/;cool;cool;"Это ""прохладно"". | Я учу слово ""прохладно""."
weather_50;тепло́;/tyeplo/;warm;warm;"Это ""тепло́"". | Я учу слово ""тепло́""."
weather_50;жарко;/zharko/;hot;hot;"Это ""жарко"". | Я учу слово ""жарко""."
weather_50;зной;/znoi/;heat;heat;"Это ""зной"". | Я учу слово ""зной""."
weather_50;тума́н;/tuman/;fog;fog;"Это ""тума́н"". | Я учу слово ""тума́н""."
weather_50;влажность;/vlazhnost/;humidity;humidity;"Это ""влажность"". | Я учу слово ""влажность""."
weather_50;голо́лед;/gololyed/;ice;ice;"Это ""голо́лед"". | Я учу слово ""голо́лед""."
weather_50;лу́жа;/luzha/;puddle;puddle;"Это ""лу́жа"". | Я учу слово ""лу́жа""."
weather_50;ра́дуга;/raduga/;rainbow;rainbow;"Это ""ра́дуга"". | Я учу слово ""ра́дуга""."
weather_50;облако́;/oblako/;cloud;cloud;"Это ""облако́"". | Я учу слово ""облако́""."
weather_50;небо;/nyebo/;sky;sky;"Это ""небо"". | Я учу слово ""небо""."
weather_50;прогноз пого́ды;/prognoz pogody/;weather forecast;weather forecast;"Это ""прогноз пого́ды"". | Я учу слово ""прогноз пого́ды""."
weather_50;синопти́к;/sinoptik/;weather forecaster;weather forecaster;"Это ""синопти́к"". | Я учу слово ""синопти́к""."
weather_50;ци́клон;/tsiklon/;cyclone;cyclone;"Это ""ци́клон"". | Я учу слово ""ци́клон""."
weather_50;антици́клон;/antitsiklon/;anticyclone;anticyclone;"Это ""антици́клон"". | Я учу слово ""антици́клон""."
weather_50;заморо́зки;/zamorozki/;frosts;frosts;"Это ""заморо́зки"". | Я учу слово ""заморо́зки""."
weather_50;оттепе́ль;/ottyepyel/;thaw;thaw;"Это ""оттепе́ль"". | Я учу слово ""оттепе́ль""."
weather_50;жа́ра;/zhara/;heat;heat;"Это ""жа́ра"". | Я учу слово ""жа́ра""."
weather_50;сухо;/sukho/;dry;dry;"Это ""сухо"". | Я учу слово ""сухо""."
weather_50;сыро;/syro/;damp;damp;"Это ""сыро"". | Я учу слово ""сыро""."
weather_50;давле́ние;/davlyeniye/;pressure;pressure;"Это ""давле́ние"". | Я учу слово ""давле́ние""."
weather_50;што́рм;/shtorm/;storm;storm;"Это ""што́рм"". | Я учу слово ""што́рм""."
weather_50;урага́н;/uragan/;hurricane;hurricane;"Это ""урага́н"". | Я учу слово ""урага́н""."
weather_50;капля дождя́;/kaplya dozhdya/;raindrop;raindrop;"Это ""капля дождя́"". | Я учу слово ""капля дождя́""."
weather_50;снежи́нка;/snyezhinka/;snowflake;snowflake;"Это ""снежи́нка"". | Я учу слово ""снежи́нка""."
weather_50;лед;/lyed/;ice;ice;"Это ""лед"". | Я учу слово ""лед""."
weather_50;потепле́ние;/potyeplyeniye/;warming;warming;"Это ""потепле́ние"". | Я учу слово ""потепле́ние""."
weather_50;похолода́ние;/pokholodaniye/;cooling;cooling;"Это ""похолода́ние"". | Я учу слово ""похолода́ние""."
weather_50;переменная обла́чность;/pyeryemyennaya oblachnost/;partly cloudy;partly cloudy;"Это ""переменная обла́чность"". | Я учу слово ""переменная обла́чность""."
weather_50;хоро́шая пого́да;/khoroshaya pogoda/;good weather;good weather;"Это ""хоро́шая пого́да"". | Я учу слово ""хоро́шая пого́да""."
time_calendar_80;вре́мя;/vryemya/;time;time;"Это ""вре́мя"". | Я учу слово ""вре́мя""."
time_calendar_80;календа́рь;/kalyendar/;calendar;calendar;"Это ""календа́рь"". | Я учу слово ""календа́рь""."
time_calendar_80;да́та;/data/;date;date;"Это ""да́та"". | Я учу слово ""да́та""."
time_calendar_80;год;/god/;year;year;"Это ""год"". | Я учу слово ""год""."
time_calendar_80;ме́сяц;/myesyats/;month;month;"Это ""ме́сяц"". | Я учу слово ""ме́сяц""."
time_calendar_80;неде́ля;/nyedyelya/;week;week;"Это ""неде́ля"". | Я учу слово ""неде́ля""."
time_calendar_80;день;/dyen/;day;day;"Это ""день"". | Я учу слово ""день""."
time_calendar_80;час;/chas/;hour;hour;"Это ""час"". | Я учу слово ""час""."
time_calendar_80;мину́та;/minuta/;minute;minute;"Это ""мину́та"". | Я учу слово ""мину́та""."
time_calendar_80;секунда́;/syekunda/;second;second;"Это ""секунда́"". | Я учу слово ""секунда́""."
time_calendar_80;понеде́льник;/ponyedyelnik/;Monday;Monday;"Это ""понеде́льник"". | Я учу слово ""понеде́льник""."
time_calendar_80;вто́рник;/vtornik/;Tuesday;Tuesday;"Это ""вто́рник"". | Я учу слово ""вто́рник""."
time_calendar_80;среда́;/sryeda/;Wednesday;Wednesday;"Это ""среда́"". | Я учу слово ""среда́""."
time_calendar_80;че́тверг;/chyetvyerg/;Thursday;Thursday;"Это ""че́тверг"". | Я учу слово ""че́тверг""."
time_calendar_80;пя́тница;/pyatnitsa/;Friday;Friday;"Это ""пя́тница"". | Я учу слово ""пя́тница""."
time_calendar_80;суббо́та;/subbota/;Saturday;Saturday;"Это ""суббо́та"". | Я учу слово ""суббо́та""."
time_calendar_80;воскресенье;/voskryesyenye/;Sunday;Sunday;"Это ""воскресенье"". | Я учу слово ""воскресенье""."
time_calendar_80;январь;/yanvar/;January;January;"Это ""январь"". | Я учу слово ""январь""."
time_calendar_80;февра́ль;/fyevral/;February;February;"Это ""февра́ль"". | Я учу слово ""февра́ль""."
time_calendar_80;март;/mart/;March;March;"Это ""март"". | Я учу слово ""март""."
time_calendar_80;апре́ль;/apryel/;April;April;"Это ""апре́ль"". | Я учу слово ""апре́ль""."
time_calendar_80;май;/mai/;May;May;"Это ""май"". | Я учу слово ""май""."
time_calendar_80;ию́нь;/iyun/;June;June;"Это ""ию́нь"". | Я учу слово ""ию́нь""."
time_calendar_80;июль;/iyul/;July;July;"Это ""июль"". | Я учу слово ""июль""."
time_calendar_80;а́вгуст;/avgust/;August;August;"Это ""а́вгуст"". | Я учу слово ""а́вгуст""."
time_calendar_80;сентя́брь;/syentyabr/;September;September;"Это ""сентя́брь"". | Я учу слово ""сентя́брь""."
time_calendar_80;октя́брь;/oktyabr/;October;October;"Это ""октя́брь"". | Я учу слово ""октя́брь""."
time_calendar_80;ноя́брь;/noyabr/;November;November;"Это ""ноя́брь"". | Я учу слово ""ноя́брь""."
time_calendar_80;де́кабрь;/dyekabr/;December;December;"Это ""де́кабрь"". | Я учу слово ""де́кабрь""."
time_calendar_80;у́тро;/utro/;morning;morning;"Это ""у́тро"". | Я учу слово ""у́тро""."
time_calendar_80;дневно́е вре́мя;/dnyevnoye vryemya/;daytime;daytime;"Это ""дневно́е вре́мя"". | Я учу слово ""дневно́е вре́мя""."
time_calendar_80;ве́чер;/vyechyer/;evening;evening;"Это ""ве́чер"". | Я учу слово ""ве́чер""."
time_calendar_80;ночь;/noch/;night;night;"Это ""ночь"". | Я учу слово ""ночь""."
time_calendar_80;по́лдень;/poldyen/;noon;noon;"Это ""по́лдень"". | Я учу слово ""по́лдень""."
time_calendar_80;по́лночь;/polnoch/;midnight;midnight;"Это ""по́лночь"". | Я учу слово ""по́лночь""."
time_calendar_80;сего́дня;/syegodnya/;today;today;"Это ""сего́дня"". | Я учу слово ""сего́дня""."
time_calendar_80;вчера́;/vchyera/;yesterday;yesterday;"Это ""вчера́"". | Я учу слово ""вчера́""."
time_calendar_80;за́втра;/zavtra/;tomorrow;tomorrow;"Это ""за́втра"". | Я учу слово ""за́втра""."
time_calendar_80;позавчера́;/pozavchyera/;the day before yesterday;the day before yesterday;"Это ""позавчера́"". | Я учу слово ""позавчера́""."
time_calendar_80;послезавтра;/poslyezavtra/;the day after tomorrow;the day after tomorrow;"Это ""послезавтра"". | Я учу слово ""послезавтра""."
time_calendar_80;сейчас;/syeichas/;now;now;"Это ""сейчас"". | Я учу слово ""сейчас""."
time_calendar_80;пото́м;/potom/;later;later;"Это ""пото́м"". | Я учу слово ""пото́м""."
time_calendar_80;ра́ньше;/ranshye/;earlier;earlier;"Это ""ра́ньше"". | Я учу слово ""ра́ньше""."
time_calendar_80;скоро;/skoro/;soon;soon;"Это ""скоро"". | Я учу слово ""скоро""."
time_calendar_80;по́здно;/pozdno/;late;late;"Это ""по́здно"". | Я учу слово ""по́здно""."
time_calendar_80;ра́но;/rano/;early;early;"Это ""ра́но"". | Я учу слово ""ра́но""."
time_calendar_80;ча́сто;/chasto/;often;often;"Это ""ча́сто"". | Я учу слово ""ча́сто""."
time_calendar_80;ре́дко;/ryedko/;rarely;rarely;"Это ""ре́дко"". | Я учу слово ""ре́дко""."
time_calendar_80;иногда́;/inogda/;sometimes;sometimes;"Это ""иногда́"". | Я учу слово ""иногда́""."
time_calendar_80;всегда́;/vsyegda/;always;always;"Это ""всегда́"". | Я учу слово ""всегда́""."
time_calendar_80;никогда́;/nikogda/;never;never;"Это ""никогда́"". | Я учу слово ""никогда́""."
time_calendar_80;сезо́н;/syezon/;season;season;"Это ""сезо́н"". | Я учу слово ""сезо́н""."
time_calendar_80;весна;/vyesna/;spring;spring;"Это ""весна"". | Я учу слово ""весна""."
time_calendar_80;лето;/lyeto/;summer;summer;"Это ""лето"". | Я учу слово ""лето""."
time_calendar_80;о́сень;/osyen/;autumn;autumn;"Это ""о́сень"". | Я учу слово ""о́сень""."
time_calendar_80;зима́;/zima/;winter;winter;"Это ""зима́"". | Я учу слово ""зима́""."
time_calendar_80;бу́дни;/budni/;weekdays;weekdays;"Это ""бу́дни"". | Я учу слово ""бу́дни""."
time_calendar_80;вы́ходные;/vykhodnyye/;weekend;weekend;"Это ""вы́ходные"". | Я учу слово ""вы́ходные""."
time_calendar_80;пра́здник;/prazdnik/;holiday;holiday;"Это ""пра́здник"". | Я учу слово ""пра́здник""."
time_calendar_80;кани́кулы;/kanikuly/;vacation;vacation;"Это ""кани́кулы"". | Я учу слово ""кани́кулы""."
time_calendar_80;отпу́ск;/otpusk/;leave;leave;"Это ""отпу́ск"". | Я учу слово ""отпу́ск""."
time_calendar_80;день рожде́ния;/dyen rozhdyeniya/;birthday;birthday;"Это ""день рожде́ния"". | Я учу слово ""день рожде́ния""."
time_calendar_80;расписа́ние;/raspisaniye/;schedule;schedule;"Это ""расписа́ние"". | Я учу слово ""расписа́ние""."
time_calendar_80;встре́ча;/vstryecha/;meeting;meeting;"Это ""встре́ча"". | Я учу слово ""встре́ча""."
time_calendar_80;срок;/srok/;deadline;deadline;"Это ""срок"". | Я учу слово ""срок""."
time_calendar_80;нача́ло;/nachalo/;beginning;beginning;"Это ""нача́ло"". | Я учу слово ""нача́ло""."
time_calendar_80;коне́ц;/konyets/;end;end;"Это ""коне́ц"". | Я учу слово ""коне́ц""."
time_calendar_80;переры́в;/pyeryeryv/;break;break;"Это ""переры́в"". | Я учу слово ""переры́в""."
time_calendar_80;па́уза;/pauza/;pause;pause;"Это ""па́уза"". | Я учу слово ""па́уза""."
time_calendar_80;че́тверть часа́;/chyetvyert chasa/;quarter of an hour;quarter of an hour;"Это ""че́тверть часа́"". | Я учу слово ""че́тверть часа́""."
time_calendar_80;полчаса́;/polchasa/;half an hour;half an hour;"Это ""полчаса́"". | Я учу слово ""полчаса́""."
time_calendar_80;су́тки;/sutki/;twenty-four hours;twenty-four hours;"Это ""су́тки"". | Я учу слово ""су́тки""."
time_calendar_80;про́шлое;/proshloye/;past;past;"Это ""про́шлое"". | Я учу слово ""про́шлое""."
time_calendar_80;настоя́щее;/nastoyashchyeye/;present;present;"Это ""настоя́щее"". | Я учу слово ""настоя́щее""."
time_calendar_80;бу́дущее;/budushchyeye/;future;future;"Это ""бу́дущее"". | Я учу слово ""бу́дущее""."
time_calendar_80;ежедневно;/yezhyednyevno/;daily;daily;"Это ""ежедневно"". | Я учу слово ""ежедневно""."
time_calendar_80;еженедельно;/yezhyenyedyelno/;weekly;weekly;"Это ""еженедельно"". | Я учу слово ""еженедельно""."
time_calendar_80;ежемесячно;/yezhyemyesyachno/;monthly;monthly;"Это ""ежемесячно"". | Я учу слово ""ежемесячно""."
time_calendar_80;ежего́дно;/yezhyegodno/;yearly;yearly;"Это ""ежего́дно"". | Я учу слово ""ежего́дно""."
time_calendar_80;по календарю́;/po kalyendaryu/;according to the calendar;according to the calendar;"Это ""по календарю́"". | Я учу слово ""по календарю́""."
adverbs_100;бы́стро;/bystro/;quickly;quickly;"Это ""бы́стро"". | Я учу слово ""бы́стро""."
adverbs_100;ме́дленно;/myedlyenno/;slowly;slowly;"Это ""ме́дленно"". | Я учу слово ""ме́дленно""."
adverbs_100;хорошо́;/khorosho/;well;well;"Это ""хорошо́"". | Я учу слово ""хорошо́""."
adverbs_100;плохо;/plokho/;badly;badly;"Это ""плохо"". | Я учу слово ""плохо""."
adverbs_100;легко;/lyegko/;easily;easily;"Это ""легко"". | Я учу слово ""легко""."
adverbs_100;тру́дно;/trudno/;with difficulty;with difficulty;"Это ""тру́дно"". | Я учу слово ""тру́дно""."
adverbs_100;тихо;/tikho/;quietly;quietly;"Это ""тихо"". | Я учу слово ""тихо""."
adverbs_100;гро́мко;/gromko/;loudly;loudly;"Это ""гро́мко"". | Я учу слово ""гро́мко""."
adverbs_100;далеко́;/dalyeko/;far;far;"Это ""далеко́"". | Я учу слово ""далеко́""."
adverbs_100;бли́зко;/blizko/;near;near;"Это ""бли́зко"". | Я учу слово ""бли́зко""."
adverbs_100;ря́дом;/ryadom/;nearby;nearby;"Это ""ря́дом"". | Я учу слово ""ря́дом""."
adverbs_100;здесь;/zdyes/;here;here;"Это ""здесь"". | Я учу слово ""здесь""."
adverbs_100;там;/tam/;there;there;"Это ""там"". | Я учу слово ""там""."
adverbs_100;везде́;/vyezdye/;everywhere;everywhere;"Это ""везде́"". | Я учу слово ""везде́""."
adverbs_100;нигде́;/nigdye/;nowhere;nowhere;"Это ""нигде́"". | Я учу слово ""нигде́""."
adverbs_100;внутри́;/vnutri/;inside;inside;"Это ""внутри́"". | Я учу слово ""внутри́""."
adverbs_100;снару́жи;/snaruzhi/;outside;outside;"Это ""снару́жи"". | Я учу слово ""снару́жи""."
adverbs_100;вверху;/vvyerkhu/;upstairs;upstairs;"Это ""вверху"". | Я учу слово ""вверху""."
adverbs_100;снизу;/snizu/;from below;from below;"Это ""снизу"". | Я учу слово ""снизу""."
adverbs_100;впереди́;/vpyeryedi/;ahead;ahead;"Это ""впереди́"". | Я учу слово ""впереди́""."
adverbs_100;сза́ди;/szadi/;behind;behind;"Это ""сза́ди"". | Я учу слово ""сза́ди""."
adverbs_100;сле́ва;/slyeva/;on the left;on the left;"Это ""сле́ва"". | Я учу слово ""сле́ва""."
adverbs_100;спра́ва;/sprava/;on the right;on the right;"Это ""спра́ва"". | Я учу слово ""спра́ва""."
adverbs_100;вме́сте;/vmyestye/;together;together;"Это ""вме́сте"". | Я учу слово ""вме́сте""."
adverbs_100;отдельно;/otdyelno/;separately;separately;"Это ""отдельно"". | Я учу слово ""отдельно""."
adverbs_100;сно́ва;/snova/;again;again;"Это ""сно́ва"". | Я учу слово ""сно́ва""."
adverbs_100;опя́ть;/opyat/;again;again;"Это ""опя́ть"". | Я учу слово ""опя́ть""."
adverbs_100;уже́;/uzhye/;already;already;"Это ""уже́"". | Я учу слово ""уже́""."
adverbs_100;е́ще;/yeshchye/;still;still;"Это ""е́ще"". | Я учу слово ""е́ще""."
adverbs_100;то́лько;/tolko/;only;only;"Это ""то́лько"". | Я учу слово ""то́лько""."
adverbs_100;почти́;/pochti/;almost;almost;"Это ""почти́"". | Я учу слово ""почти́""."
adverbs_100;совсе́м;/sovsyem/;completely;completely;"Это ""совсе́м"". | Я учу слово ""совсе́м""."
adverbs_100;то́чно;/tochno/;exactly;exactly;"Это ""то́чно"". | Я учу слово ""то́чно""."
adverbs_100;примерно;/primyerno/;approximately;approximately;"Это ""примерно"". | Я учу слово ""примерно""."
adverbs_100;специально;/spyetsialno/;on purpose;on purpose;"Это ""специально"". | Я учу слово ""специально""."
adverbs_100;случайно;/sluchaino/;by accident;by accident;"Это ""случайно"". | Я учу слово ""случайно""."
adverbs_100;внезапно;/vnyezapno/;suddenly;suddenly;"Это ""внезапно"". | Я учу слово ""внезапно""."
adverbs_100;постепенно;/postyepyenno/;gradually;gradually;"Это ""постепенно"". | Я учу слово ""постепенно""."
adverbs_100;сразу;/srazu/;immediately;immediately;"Это ""сразу"". | Я учу слово ""сразу""."
adverbs_100;наконе́ц;/nakonyets/;finally;finally;"Это ""наконе́ц"". | Я учу слово ""наконе́ц""."
adverbs_100;пока;/poka/;for now;for now;"Это ""пока"". | Я учу слово ""пока""."
adverbs_100;пото́м;/potom/;later;later;"Это ""пото́м"". | Я учу слово ""пото́м""."
adverbs_100;сего́дня;/syegodnya/;today;today;"Это ""сего́дня"". | Я учу слово ""сего́дня""."
adverbs_100;за́втра;/zavtra/;tomorrow;tomorrow;"Это ""за́втра"". | Я учу слово ""за́втра""."
adverbs_100;вчера́;/vchyera/;yesterday;yesterday;"Это ""вчера́"". | Я учу слово ""вчера́""."
adverbs_100;ча́сто;/chasto/;often;often;"Это ""ча́сто"". | Я учу слово ""ча́сто""."
adverbs_100;ре́дко;/ryedko/;rarely;rarely;"Это ""ре́дко"". | Я учу слово ""ре́дко""."
adverbs_100;иногда́;/inogda/;sometimes;sometimes;"Это ""иногда́"". | Я учу слово ""иногда́""."
adverbs_100;обы́чно;/obychno/;usually;usually;"Это ""обы́чно"". | Я учу слово ""обы́чно""."
adverbs_100;всегда́;/vsyegda/;always;always;"Это ""всегда́"". | Я учу слово ""всегда́""."
adverbs_100;никогда́;/nikogda/;never;never;"Это ""никогда́"". | Я учу слово ""никогда́""."
adverbs_100;ежедневно;/yezhyednyevno/;daily;daily;"Это ""ежедневно"". | Я учу слово ""ежедневно""."
adverbs_100;еженедельно;/yezhyenyedyelno/;weekly;weekly;"Это ""еженедельно"". | Я учу слово ""еженедельно""."
adverbs_100;до́ма;/doma/;at home;at home;"Это ""до́ма"". | Я учу слово ""до́ма""."
adverbs_100;наверху;/navyerkhu/;upstairs;upstairs;"Это ""наверху"". | Я учу слово ""наверху""."
adverbs_100;внизу́;/vnizu/;downstairs;downstairs;"Это ""внизу́"". | Я учу слово ""внизу́""."
adverbs_100;впусту́ю;/vpustuyu/;in vain;in vain;"Это ""впусту́ю"". | Я учу слово ""впусту́ю""."
adverbs_100;вру́чную;/vruchnuyu/;manually;manually;"Это ""вру́чную"". | Я учу слово ""вру́чную""."
adverbs_100;онлайн;/onlain/;online;online;"Это ""онлайн"". | Я учу слово ""онлайн""."
adverbs_100;офлайн;/oflain/;offline;offline;"Это ""офлайн"". | Я учу слово ""офлайн""."
adverbs_100;долго;/dolgo/;for a long time;for a long time;"Это ""долго"". | Я учу слово ""долго""."
adverbs_100;недо́лго;/nyedolgo/;for a short time;for a short time;"Это ""недо́лго"". | Я учу слово ""недо́лго""."
adverbs_100;днем;/dnyem/;during the day;during the day;"Это ""днем"". | Я учу слово ""днем""."
adverbs_100;ночью;/nochyu/;at night;at night;"Это ""ночью"". | Я учу слово ""ночью""."
adverbs_100;ра́но;/rano/;early;early;"Это ""ра́но"". | Я учу слово ""ра́но""."
adverbs_100;по́здно;/pozdno/;late;late;"Это ""по́здно"". | Я учу слово ""по́здно""."
adverbs_100;вовремя;/vovryemya/;on time;on time;"Это ""вовремя"". | Я учу слово ""вовремя""."
adverbs_100;своевременно;/svoyevryemyenno/;in good time;in good time;"Это ""своевременно"". | Я учу слово ""своевременно""."
adverbs_100;неожи́данно;/nyeozhidanno/;unexpectedly;unexpectedly;"Это ""неожи́данно"". | Я учу слово ""неожи́данно""."
adverbs_100;спокойно;/spokoino/;calmly;calmly;"Это ""спокойно"". | Я учу слово ""спокойно""."
adverbs_100;нервно;/nyervno/;nervously;nervously;"Это ""нервно"". | Я учу слово ""нервно""."
adverbs_100;уверенно;/uvyeryenno/;confidently;confidently;"Это ""уверенно"". | Я учу слово ""уверенно""."
adverbs_100;осторожно;/ostorozhno/;carefully;carefully;"Это ""осторожно"". | Я учу слово ""осторожно""."
adverbs_100;аккура́тно;/akkuratno/;neatly;neatly;"Это ""аккура́тно"". | Я учу слово ""аккура́тно""."
adverbs_100;бережно;/byeryezhno/;carefully;carefully;"Это ""бережно"". | Я учу слово ""бережно""."
adverbs_100;смело;/smyelo/;boldly;boldly;"Это ""смело"". | Я учу слово ""смело""."
adverbs_100;че́стно;/chyestno/;honestly;honestly;"Это ""че́стно"". | Я учу слово ""че́стно""."
