block;russian;fr;es;pt;ar;zh
health_100;головна́я боль;mal de tête;dolor de cabeza;dor de cabeça;الصداع;头痛
health_100;боль в горле;mal de gorge;dolor de garganta;dor de garganta;التهاب الحلق;喉咙痛
health_100;зу́бная боль;mal de dents;dolor de muelas;dor de dente;ألم الأسنان;牙痛
health_100;боль в спине́;mal de dos;dolor de espalda;dor nas costas;آلام الظهر;背痛
health_100;боль в животе́;mal de ventre;dolor de estómago;dor de estômago;آلام المعدة;胃痛
health_100;алле́ргия;allergie;alergia;alergia;الحساسية;过敏
health_100;перело́м;fracture;fractura;fratura;الكسر;骨折
health_100;у́шиб;ecchymose;moretón;hematoma;الكدمة;瘀伤
health_100;ра́на;blessure;herida;ferida;الجرح;伤口
health_100;ожо́г;brûler;quemar;queimar;حرق;烧伤
health_100;по́рез;couper;cortar;corte;القطع;切
health_100;си́няк;ecchymose;moretón;hematoma;الكدمة;瘀伤
health_100;отравле́ние;empoisonnement;envenenamiento;envenenamento;التسمم;中毒
health_100;инфе́кция;infection;infección;infecção;العدوى;感染
health_100;ви́рус;virus;virus;vírus;فيروس;病毒
health_100;симпто́м;symptôme;síntoma;sintoma;الأعراض;症状
health_100;диагноз;diagnostic;diagnóstico;diagnóstico;التشخيص;诊断
health_100;лече́ние;traitement;tratamiento;tratamento;العلاج;治疗
health_100;опера́ция;opération;operación;operação;العملية;操作
health_100;у́кол;injection;inyección;injeção;الحقن;注射
health_100;приви́вка;vaccination;vacunación;vacinação;التطعيم;疫苗接种
health_100;лекарство;médecine;medicina;remédio;الطب;医学
health_100;та́блетка;tablette;tableta;comprimido;قرص;平板电脑
health_100;сиро́п;sirop;jarabe;xarope;شراب;糖浆
health_100;ка́пли;gouttes;gotas;gotas;يسقط;滴
health_100;мазь;pommade;ungüento;pomada;مرهم;软膏
health_100;бинт;pansement;vendaje;curativo;ضمادة;绷带
health_100;пла́стырь;plâtre;yeso;gesso;الجص;石膏
health_100;реце́пт;ordonnance;prescripción;prescrição;وصفة طبية;处方
health_100;апте́ка;pharmacie;farmacia;farmácia;صيدلية;药房
health_100;больни́ца;hôpital;hospital;hospital;المستشفى;医院
health_100;поликли́ника;clinique;clínica;clínica;العيادة;诊所
health_100;скора́я по́мощь;ambulance;ambulancia;ambulância;سيارة إسعاف;救护车
health_100;пала́та;quartier;barrio;enfermaria;جناح;病房
health_100;регистрату́ра;réception;mostrador de recepción;recepção;مكتب استقبال;接待处
health_100;анализ;essai;prueba;teste;الاختبار;测试
health_100;ре́нтген;Radiographie;rayos X;Raio X;الأشعة السينية;X射线
health_100;У́ЗИ;échographie;ultrasonido;ultrassom;الموجات فوق الصوتية;超声波
health_100;давле́ние;tension artérielle;presión arterial;pressão arterial;ضغط الدم;血压
health_100;пульс;pouls;pulso;pulso;نبض;脉搏
health_100;дыха́ние;respiration;respirando;respirando;التنفس;呼吸
health_100;выздоровле́ние;récupération;recuperación;recuperação;الاسترداد;恢复
health_100;пацие́нт;patiente;paciente;paciente;المريض;病人
health_100;терапе́вт;médecin généraliste;médico general;clínico geral;طبيب عام;全科医生
health_100;хирург;chirurgien;cirujano;cirurgião;الجراح;外科医生
health_100;стоматоло́г;dentiste;dentista;dentista;طبيب أسنان;牙医
health_100;кардио́лог;cardiologue;cardiólogo;cardiologista;طبيب القلب;心脏病专家
health_100;невро́лог;neurologue;neurólogo;neurologista;طبيب أعصاب;神经科医生
health_100;офтальмо́лог;ophtalmologiste;oftalmólogo;oftalmologista;طبيب عيون;眼科医生
health_100;дерма́толог;dermatologue;dermatólogo;dermatologista;طبيب جلدية;皮肤科医生
health_100;педиа́тр;pédiatre;pediatra;pediatra;طبيب أطفال;儿科医生
health_100;гине́колог;gynécologue;ginecólogo;ginecologista;طبيب أمراض النساء;妇科医生
health_100;медсестра;infirmière;enfermera;enfermeira;ممرضة;护士
health_100;сани́тар;ordonné;ordenado;ordenado;منظم;有序
health_100;врач;docteur;médico;médico;طبيب;医生
health_100;вы́звать врача́;appeler un médecin;llamar a un médico;chame um médico;اتصل بالطبيب;打电话给医生
health_100;изме́рить температуру;prendre la température;tomar temperatura;medir a temperatura;قياس درجة الحرارة;测量体温
health_100;пить лекарства;prendre des médicaments;tomar medicina;tomar remédio;تناول الدواء;吃药
health_100;лежа́ть в больни́це;séjour à l'hôpital;permanecer en el hospital;ficar no hospital;الإقامة في المستشفى;住院
health_100;быть здоро́вым;être en bonne santé;estar sano;seja saudável;كن بصحة جيدة;身体健康
health_100;чу́вствовать себя лу́чше;je me sens mieux;siéntete mejor;se sente melhor;أشعر بالتحسن;感觉好多了
health_100;ка́шлять;toux;tos;tosse;السعال;咳嗽
health_100;чиха́ть;éternuer;estornudo;espirrar;يعطس;打喷嚏
health_100;боле́ть;tomber malade;enfermarse;ficar doente;يمرض;生病了
health_100;лечиться;être traité;ser tratado;ser tratado;يعالج;接受治疗
health_100;выздора́вливать;guéris;que te mejores;fique bem;بالشفاء;好起来
health_100;осмо́тр;examen;examen;exame;الفحص;考试
health_100;медици́нская ка́рта;dossier médical;expediente médico;prontuário médico;السجل الطبي;病历
health_100;страховка;assurance;seguro;seguro;التأمين;保险
health_100;скальпель;scalpel;bisturí;bisturi;المشرط;手术刀
health_100;гра́дусник;thermomètre;termómetro;termômetro;ميزان الحرارة;温度计
health_100;ма́ска;masque;máscara;máscara;القناع;面具
health_100;перча́тки;gants;guantes;luvas;القفازات;手套
health_100;санитайзер;désinfectant;desinfectante;desinfetante;مطهر;消毒剂
health_100;перевя́зка;pansement;vendaje;curativo;التضميد;包扎
health_100;о́бморок;évanouissement;desmayo;desmaio;الإغماء;晕倒
health_100;тошнота́;nausées;náuseas;náusea;الغثيان;恶心
health_100;головокруже́ние;vertiges;mareos;tontura;الدوخة;头晕
health_100;сла́бость;faiblesse;debilidad;fraqueza;الضعف;弱点
health_100;аппети́т;appétit;apetito;apetite;الشهية;食欲
health_100;дие́та;régime;dieta;dieta;النظام الغذائي;饮食
health_100;сон;dormir;dormir;dormir;النوم;睡觉
health_100;бессо́нница;insomnie;insomnio;insônia;الأرق;失眠
health_100;стресс;stress;estrés;estresse;التوتر;压力
health_100;усталость;fatigue;fatiga;fadiga;التعب;疲劳
health_100;травма́;blessure;lesión;lesão;الإصابة;伤害
health_100;реабилита́ция;rééducation;rehabilitación;reabilitação;إعادة التأهيل;康复
health_100;здоровый образ жи́зни;mode de vie sain;estilo de vida saludable;estilo de vida saudável;نمط حياة صحي;健康的生活方式
health_100;витами́ны;vitamines;vitaminas;vitaminas;الفيتامينات;维生素
health_100;упражне́ние;exercice;ejercicio;exercício;ممارسة الرياضة;练习
health_100;оса́нка;posture;postura;postura;الموقف;姿势
sports_60;спорт;sport;deporte;esporte;الرياضة;运动
sports_60;футбо́л;football;fútbol;futebol;كرة القدم;足球
sports_60;баскетбо́л;basket-ball;baloncesto;basquete;كرة السلة;篮球
sports_60;волейбол;volley-ball;voleibol;voleibol;الكرة الطائرة;排球
sports_60;те́ннис;tennis;tenis;tênis;التنس;网球
sports_60;настольный те́ннис;tennis de table;tenis de mesa;tênis de mesa;تنس الطاولة;乒乓球
sports_60;хоккей;hockey;hockey;hóquei;الهوكي;曲棍球
sports_60;пла́вание;natation;nadando;natação;السباحة;游泳
sports_60;бег;en cours d'exécution;corriendo;correndo;الجري;运行
sports_60;легка́я атле́тика;athlétisme;atletismo;atletismo;ألعاب القوى;田径
sports_60;гимна́стика;gymnastique;gimnasia;ginástica;الجمباز;体操
sports_60;фигу́рное ката́ние;patinage artistique;patinaje artístico;patinação artística;التزلج على الجليد;花样滑冰
sports_60;лыжи;skier;esquiar;esquiar;التزلج;滑雪
sports_60;сноубо́рд;snowboard;snowboard;snowboard;التزلج على الجليد;单板滑雪
sports_60;биатло́н;biathlon;biatlón;biatlo;البياتلون;冬季两项
sports_60;бокс;boxe;boxeo;boxe;الملاكمة;拳击
sports_60;борьба́;lutte;lucha libre;luta livre;المصارعة;摔跤
sports_60;дзю́до;judo;judo;judô;الجودو;柔道
sports_60;кара́те;karaté;kárate;caratê;الكاراتيه;空手道
sports_60;ша́хматы;échecs;ajedrez;xadrez;الشطرنج;国际象棋
sports_60;йога;yoga;yoga;ioga;اليوجا;瑜伽
sports_60;фитне́с;remise en forme;aptitud;condicionamento físico;اللياقة البدنية;健身
sports_60;велоспо́рт;cyclisme;ciclismo;ciclismo;ركوب الدراجات;骑自行车
sports_60;ко́ньки;patinage;patinando;patinação;التزلج;滑冰
sports_60;серфи́нг;surfer;surfeando;surfando;ركوب الأمواج;冲浪
sports_60;дайвинг;plongée;buceo;mergulho;الغطس;潜水
sports_60;скалолаза́ние;escalade;escalada;escalada;التسلق;攀爬
sports_60;гребля;aviron;remo;remo;التجديف;划船
sports_60;гольф;golfer;golf;golfe;الجولف;高尔夫
sports_60;регби́;rugby;rugby;rúgbi;الرجبي;橄榄球
sports_60;гандбо́л;handball;balonmano;handebol;كرة اليد;手球
sports_60;бейсбол;base-ball;béisbol;beisebol;البيسبول;棒球
sports_60;конный спорт;sport équestre;deporte ecuestre;esporte equestre;رياضة الفروسية;马术运动
sports_60;пры́жки;sauter;saltando;pulando;القفز;跳跃
sports_60;тренировка;formation;entrenamiento;treinamento;التدريب;培训
sports_60;соревнова́ние;concurrence;competencia;competição;المنافسة;竞争
sports_60;турни́р;tournoi;torneo;torneio;البطولة;锦标赛
sports_60;матч;correspondance;partido;correspondência;المباراة;比赛
sports_60;кома́нда;équipe;equipo;equipe;الفريق;团队
sports_60;игро́к;joueur;jugador;jogador;لاعب;玩家
sports_60;тре́нер;entraîneur;entrenador;treinador;المدرب;教练
sports_60;судья́;arbitre;árbitro;árbitro;الحكم;裁判
sports_60;боле́льщик;ventilateur;ventilador;fã;معجب;风扇
sports_60;стадио́н;stade;estadio;estádio;الملعب;体育场
sports_60;спортза́л;salle de sport;gimnasio;academia;صالة الألعاب الرياضية;健身房
sports_60;площа́дка;terrain de sport;campo deportivo;campo esportivo;ملعب رياضي;运动场
sports_60;мяч;balle;bola;bola;الكرة;球
sports_60;раке́тка;raquette;raqueta;raquete;مضرب;球拍
sports_60;воро́та;objectif;objetivo;meta;الهدف;目标
sports_60;гол;but marqué;gol marcado;gol marcado;سجل الهدف;进球
sports_60;побе́да;victoire;victoria;vitória;النصر;胜利
sports_60;пораже́ние;défaite;derrota;derrota;الهزيمة;失败
sports_60;ничья́;dessiner;dibujar;sorteio;تعادل;抽奖
sports_60;меда́ль;médaille;medalla;medalha;الميدالية;奖牌
sports_60;ку́бок;tasse;taza;xícara;كوب;杯子
sports_60;чемпио́н;champion;campeón;campeão;بطل;冠军
sports_60;ре́корд;enregistrement;registro;registro;سجل;记录
sports_60;разми́нка;échauffement;calentamiento;aquecimento;الإحماء;热身
sports_60;си́ловая тренировка;entraînement en force;entrenamiento de fuerza;treinamento de força;تدريبات القوة;力量训练
sports_60;командный спорт;sport d'équipe;deporte de equipo;esporte coletivo;رياضة جماعية;团队运动
home_apartment_120;дом;maison;casa;casa;البيت;房子
home_apartment_120;кварти́ра;appartement;apartamento;apartamento;شقة;公寓
home_apartment_120;подъе́зд;hall d'entrée;vestíbulo de entrada;hall de entrada;صالة المدخل;门厅
home_apartment_120;ле́стница;escalier;escaleras;escadas;الدرج;楼梯
home_apartment_120;лифт;ascenseur Touche;ascensor tecla;elevador tecla;مصعد;电梯
home_apartment_120;эта́ж;étage;piso;andar;الطابق;楼
home_apartment_120;дверь;porte fenêtre;puerta;porta janela;الباب;门
home_apartment_120;за́мок;verrouiller;bloquear;bloqueio;القفل;锁
home_apartment_120;ключ;key;key;key;مفتاح;键
home_apartment_120;коридо́р;couloir;pasillo;corredor;المدخل;走廊
home_apartment_120;прихо́жая;entrée;entrada;entrada;المدخل;入口通道
home_apartment_120;гости́ная;salon;sala de estar;sala de estar;غرفة المعيشة;客厅
home_apartment_120;спальня;chambre;dormitorio;quarto;غرفة النوم;卧室
home_apartment_120;де́тская;chambre d'enfant;habitación infantil;quarto infantil;غرفة الأطفال;儿童房
home_apartment_120;кабине́т;étude;estudio;estudo;دراسة;研究
home_apartment_120;кухня;cuisine;cocina;cozinha;مطبخ;厨房
home_apartment_120;столо́вая;salle à manger;comedor;sala de jantar;غرفة طعام;餐厅
home_apartment_120;ва́нная;salle de bain;baño;banheiro;الحمام;浴室
home_apartment_120;душ;douche;ducha;chuveiro;الاستحمام;淋浴
home_apartment_120;туале́т;toilettes;baño;banheiro;المرحاض;厕所
home_apartment_120;балко́н;balcon;balcón;varanda;شرفة;阳台
home_apartment_120;ло́джия;loggia;logia;loggia;لوجيا;凉廊
home_apartment_120;кладо́вка;débarras;trastero;depósito;غرفة تخزين;储藏室
home_apartment_120;подвал;sous-sol;sótano;porão;الطابق السفلي;地下室
home_apartment_120;черда́к;grenier;ático;sótão;العلية;阁楼
home_apartment_120;окно;window;ventana;window;النافذة;窗口
home_apartment_120;подоко́нник;rebord de fenêtre;alféizar de la ventana;peitoril da janela;عتبة النافذة;窗台
home_apartment_120;што́ры;rideaux;cortinas;cortinas;الستائر;窗帘
home_apartment_120;жалю́зи;stores;persianas;persianas;الستائر;百叶窗
home_apartment_120;стена;mur;pared;parede;الجدار;墙
home_apartment_120;потоло́к;plafond;techo;teto;السقف;天花板
home_apartment_120;пол;étage;piso;andar;الطابق;楼
home_apartment_120;кове́р;tapis;alfombra;tapete;السجادة;地毯
home_apartment_120;лампа;lampe;lámpara;lâmpada;مصباح;灯
home_apartment_120;лю́стра;lustre;lámpara de araña;lustre;الثريا;枝形吊灯
home_apartment_120;ро́зетка;prise;enchufe;soquete;المقبس;插座
home_apartment_120;выключа́тель;commutateur;cambiar;interruptor;التبديل;开关
home_apartment_120;отопле́ние;chauffage;calefacción;aquecimento;التدفئة;加热
home_apartment_120;батаре́я;radiateur;radiador;radiador;المبرد;散热器
home_apartment_120;кондиционе́р;climatiseur;aire acondicionado;ar condicionado;مكيف الهواء;空调
home_apartment_120;ме́бель;meubles;muebles;móveis;الأثاث;家具
home_apartment_120;дива́н;canapé;sofá;sofá;أريكة;沙发
home_apartment_120;кресло;fauteuil;sillón;poltrona;كرسي بذراعين;扶手椅
home_apartment_120;стул;chaise;silla;cadeira;الكرسي;椅子
home_apartment_120;табуре́т;tabouret;taburete;banquinho;البراز;凳子
home_apartment_120;стол;tableau;tabla;tabela;الجدول;表
home_apartment_120;журнальный сто́лик;table basse;mesa de centro;mesa de centro;طاولة القهوة;咖啡桌
home_apartment_120;шкаф;garde-robe;armario;guarda-roupa;خزانة الملابس;衣柜
home_apartment_120;комо́д;commode;cómoda;cômoda;خزانة;梳妆台
home_apartment_120;полка́;étagère;estante;estante;الرف;架子
home_apartment_120;крова́ть;lit;cama;cama;السرير;床
home_apartment_120;матра́с;matelas;colchón;colchão;مرتبة;床垫
home_apartment_120;поду́шка;oreiller;almohada;travesseiro;الوسادة;枕头
home_apartment_120;одеяло;couverture;manta;cobertor;بطانية;毯子 显示
home_apartment_120;простыня;feuille;hoja;planilha;ورقة;表
home_apartment_120;пододея́льник;housse de couette;funda nórdica;capa de edredão;غطاء لحاف;被套
home_apartment_120;наволо́чка;taie d'oreiller;funda de almohada;fronha;وسادة;枕套
home_apartment_120;плед;jeter une couverture;tirar manta;jogar cobertor;رمي البطانية;扔毯子
home_apartment_120;зеркало;miroir;espejo;espelho;المرآة;镜子
home_apartment_120;карти́на;peinture;pintura;pintura;الرسم;绘画
home_apartment_120;ва́за;vase;jarrón;vaso;مزهرية;花瓶
home_apartment_120;часы́;horloge;reloj;relógio;الساعة;时钟
home_apartment_120;телевизо́р;télévision;televisión;televisão;التلفاز;电视
home_apartment_120;пульт;télécommande;control remoto;controle remoto;جهاز التحكم عن بعد;遥控器
home_apartment_120;ко́мпьютер;ordinateur;computadora;computador;الكمبيوتر;计算机
home_apartment_120;ноу́тбук;ordinateur portable;computadora portátil;notebook;لابتوب;笔记本电脑
home_apartment_120;заря́дка;chargeur;cargador;carregador;الشاحن;充电器
home_apartment_120;удлини́тель;rallonge;cable de extensión;cabo de extensão;سلك تمديد;延长线
home_apartment_120;интерне́т;Internet;internet;internet;الإنترنت;互联网
home_apartment_120;вайфай;Wi-Fi;Wi-Fi;Wi-Fi;واي فاي;无线网络
home_apartment_120;холоди́льник;réfrigérateur;refrigerador;geladeira;ثلاجة;冰箱
home_apartment_120;морози́льник;congélateur;congelador;congelador;الفريزر;冰箱
home_apartment_120;плита́;poêle;estufa;fogão;الموقد;炉灶
home_apartment_120;духо́вка;four;horno;forno;فرن;烤箱
home_apartment_120;микроволновка;micro-ondes;microondas;micro-ondas;الميكروويف;微波炉
home_apartment_120;чайник;bouilloire;tetera;chaleira;غلاية;水壶
home_apartment_120;кофеварка;cafetière;cafetera;cafeteira;صانع القهوة;咖啡机
home_apartment_120;то́стер;grille-pain;tostadora;torradeira;محمصة;烤面包机
home_apartment_120;бленде́р;mixeur;licuadora;liquidificador;الخلاط;搅拌机
home_apartment_120;посу́да;plats;platos;pratos;أطباق;菜肴
home_apartment_120;таре́лка;assiette;plato;placa;لوحة;板
home_apartment_120;ми́ска;bol;cuenco;tigela;وعاء;碗
home_apartment_120;ча́шка;tasse;taza;xícara;كوب;杯子
home_apartment_120;кру́жка;tasse;taza;caneca;قدح;马克杯
home_apartment_120;стака́н;verre;vidrio;vidro;الزجاج;玻璃
home_apartment_120;ви́лка;fourchette;tenedor;garfo;شوكة;叉子
home_apartment_120;ло́жка;cuillère;cuchara;colher;ملعقة;勺子
home_apartment_120;нож;couteau;cuchillo;faca;السكين;刀
home_apartment_120;кастрю́ля;pot;olla;pote;وعاء;锅
home_apartment_120;сковоро́да;poêle à frire;sartén;frigideira;المقلاة;煎锅
home_apartment_120;ра́ковина;évier;fregadero;pia;حوض;水槽
home_apartment_120;кран;appuyez sur;toque;toque;اضغط;点击
home_apartment_120;гу́бка;éponge;esponja;esponja;الإسفنج;海绵
home_apartment_120;полоте́нце;serviette;toalla;toalha;المنشفة;毛巾
home_apartment_120;мыло;savon;jabón;sabonete;الصابون;肥皂
home_apartment_120;шампу́нь;shampoing;champú;xampu;الشامبو;洗发水
home_apartment_120;зу́бная ще́тка;brosse à dents;cepillo de dientes;escova de dente;فرشاة الأسنان;牙刷
home_apartment_120;зу́бная паста́;dentifrice;pasta de dientes;pasta de dente;معجون الأسنان;牙膏
home_apartment_120;стиральная маши́на;lave-linge;lavadora;máquina de lavar;غسالة;洗衣机
home_apartment_120;суши́лка;séchoir;rejilla para secadora;rack de secador;رف المجفف;晾衣架
home_apartment_120;пылесо́с;aspirateur;aspiradora;aspirador de pó;المكنسة الكهربائية;吸尘器
home_apartment_120;утю́г;fer;hierro;ferro;الحديد;铁
home_apartment_120;гладильная доска́;planche à repasser;tabla de planchar;tábua de passar roupa;طاولة الكي;烫衣板
home_apartment_120;ведро́;seau;cubo;balde;دلو;桶
home_apartment_120;шва́бра;vadrouille;trapeador;esfregão;الممسحة;拖把
home_apartment_120;метла́;balai;escoba;vassoura;المكنسة;扫帚
home_apartment_120;му́сор;poubelle;basura;lixo;القمامة;垃圾
home_apartment_120;мусо́рное ведро́;poubelle;papelera;lixeira;سلة المهملات;垃圾桶
home_apartment_120;ремо́нт;rénovation;renovación;renovação;التجديد;装修
home_apartment_120;обои;fond d'écran;fondo de pantalla;papel de parede;ورق جدران;壁纸
home_apartment_120;кра́ска;peinture;pintar;pintar;الطلاء;油漆
home_apartment_120;плитка́;tuiles;mosaicos;blocos;البلاط;瓷砖
home_apartment_120;аре́нда;loyer;alquiler;aluguel;الإيجار;租金
home_apartment_120;сосе́д;voisin;vecino;vizinho;جار;邻居
home_apartment_120;а́дрес;adresse;dirección;endereço;العنوان;地址
home_apartment_120;кварпла́та;facture de services publics;factura de servicios públicos;conta de serviços públicos;فاتورة المرافق;水电费账单
home_apartment_120;ую́т;confort;comodidad;conforto;الراحة;舒适度
home_apartment_120;чистота́;propreté;limpieza;limpeza;النظافة;清洁度
home_apartment_120;поря́док;commande;orden;pedido;أمر;订单
home_apartment_120;уютный;confortable;acogedor;aconchegante;مريح;舒适
confectionery_50;конди́терская;pâtisserie;pastelería;confeitaria;محل معجنات;糕点店
confectionery_50;торт;gâteau;pastel;bolo;الكعكة;蛋糕
confectionery_50;пиро́жное;pâtisserie;pastelería;pastelaria;معجنات;糕点
confectionery_50;пече́нье;cookies;galletas;biscoitos;ملفات تعريف الارتباط;饼干
confectionery_50;кекс;muffin;panecillo;bolinho;المفن;松饼
confectionery_50;маффи́н;muffin;panecillo;bolinho;المفن;松饼
confectionery_50;капкейк;petit gâteau;magdalena;bolinho;كب كيك;纸杯蛋糕
confectionery_50;э́клер;éclair;pastelillo;éclair;اكلير;泡芙
confectionery_50;безе;meringues;merengue;merengue;المرنغ;蛋白酥皮
confectionery_50;макаро́н;macarons;macarrón;macarrão;المكرونة;马卡龙
confectionery_50;руле́т;gâteau roulé;pastel en rollo;bolo de rolo;رول الكيك;蛋糕卷
confectionery_50;штруде́ль;strudel;strudel;strudel;الفطيرة;馅饼
confectionery_50;чизкейк;gâteau au fromage;tarta de queso;bolo de queijo;التشيز كيك;芝士蛋糕
confectionery_50;бра́уни;brownie;brownie;brownie;براوني;布朗尼
confectionery_50;вафля;gaufre;gofre;waffle;الوافل;华夫饼
confectionery_50;по́нчик;beignet;rosquilla;donut;الدونات;甜甜圈
confectionery_50;круассан;croissants;croissant;croissant;الكرواسون;羊角面包
confectionery_50;бу́лочка;petit pain sucré;bollo dulce;pão doce;كعكة حلوة;甜面包
confectionery_50;плю́шка;chignon;bollo;pão;الكعكة;包子
confectionery_50;слойка;pâte feuilletée;hojaldre;massa folhada;العجينة المنتفخة;酥皮点心
confectionery_50;пиро́г;tarte;pastel;torta;الفطيرة;馅饼
confectionery_50;тарт;tarte;tarta;torta;تورتة;挞
confectionery_50;бискви́т;génoise;bizcocho;pão de ló;الكعكة الإسفنجية;海绵蛋糕
confectionery_50;су́фле;soufflé;soufflé;suflê;سوفليه;舒芙蕾
confectionery_50;мусс;mousses;espuma;musse;موس;慕斯
confectionery_50;крем;crème;crema;creme;كريم;奶油
confectionery_50;начи́нка;remplissage;relleno;preenchimento;الحشو;填充
confectionery_50;шокола́д;chocolat;chocolate;chocolate;الشوكولاتة;巧克力
confectionery_50;конфе́та;bonbons;dulces;doce;الحلوى;糖果
confectionery_50;караме́ль;caramel;caramelo;caramelo;الكراميل;焦糖
confectionery_50;мармела́д;bonbons à la gelée;caramelos de gelatina;doce de gelatina;حلوى الجيلي;果冻糖
confectionery_50;зефи́р;guimauve;malvavisco;marshmallow;الخطمي;棉花糖
confectionery_50;пасти́ла;bonbons aux fruits;dulces de frutas;doce de frutas;حلوى الفواكه;水果糖
confectionery_50;моро́женое;glace;helado;sorvete;الآيس كريم;冰淇淋
confectionery_50;сорбе́т;sorbets;sorbete;sorvete;شربات;冰糕
confectionery_50;варенье;confiture;mermelada;geléia;مربى;果酱
confectionery_50;джем;confiture;mermelada;geléia;مربى;果酱
confectionery_50;мед;chérie;cariño;querido;العسل;亲爱的
confectionery_50;сахарная пу́дра;sucre en poudre;azúcar en polvo;açúcar de confeiteiro;السكر البودرة;糖粉
confectionery_50;вани́ль;vanille;vainilla;baunilha;الفانيليا;香草
confectionery_50;кори́ца;cannelle;canela;canela;القرفة;肉桂
confectionery_50;ягодный торт;gâteau aux baies;pastel de bayas;bolo de frutas vermelhas;كيكة التوت;浆果蛋糕
confectionery_50;шоколадный торт;gâteau au chocolat;pastel de chocolate;bolo de chocolate;كيكة الشوكولاتة;巧克力蛋糕
confectionery_50;свадебный торт;gâteau de mariage;pastel de bodas;bolo de casamento;كعكة الزفاف;婚礼蛋糕
confectionery_50;заказа́ть торт;commander un gâteau;pide un pastel;peça um bolo;اطلب كعكة;订一个蛋糕
confectionery_50;сладкий;doux;dulce;doce;حلو;甜蜜
confectionery_50;све́жая вы́печка;pâtisseries fraîches;pasteles frescos;pastéis frescos;معجنات طازجة;新鲜糕点
confectionery_50;витри́на;vitrine;vitrina;vitrine;حالة العرض;展示柜
confectionery_50;десе́рт;dessert;postre;sobremesa;الحلوى;甜点
confectionery_50;кусо́к торта́;tranche de gâteau;trozo de pastel;fatia de bolo;شريحة من الكيك;一块蛋糕
transport_80;тра́нспорт;transports;transporte;transporte;النقل;运输
transport_80;маши́на;voiture;coche;carro;السيارة;汽车
transport_80;автомобиль;automobile;automóvil;automóvel;السيارات;汽车
transport_80;такси́;taxi;taxi;táxi;سيارة أجرة;出租车
transport_80;а́втобус;autobus;autobús;ônibus;الحافلة;巴士
transport_80;троллейбус;trolleybus;trolebús;trólebus;الترولي باص;无轨电车
transport_80;трамвай;tramway;tranvía;bonde;الترام;电车
transport_80;маршрутка;minibus;minibús;microônibus;حافلة صغيرة;小巴
transport_80;метро;métro;metro;metrô;المترو;地铁
transport_80;по́езд;former;tren;trem;القطار;火车
transport_80;электри́чка;train de banlieue;tren de cercanías;trem suburbano;قطار الركاب;通勤列车
transport_80;ваго́н;chariot;carro;carruagem;النقل;马车
transport_80;ста́нция;gare;estación;estação;محطة;站
transport_80;платфо́рма;plateforme;plataforma;plataforma;منصة;平台
transport_80;вокза́л;borne;terminal;terminal;المحطة;终端
transport_80;самоле́т;avion;avión;avião;الطائرة;飞机
transport_80;аэропо́рт;aéroport;aeropuerto;aeroporto;المطار;机场
transport_80;вертоле́т;hélicoptère;helicóptero;helicóptero;طائرة هليكوبتر;直升机
transport_80;кора́бль;navire;barco;navio;السفينة;船
transport_80;ло́дка;bateau;barco;barco;القارب;船
transport_80;паро́м;traversier;ferry;balsa;العبارة;渡轮
transport_80;велосипе́д;vélo;bicicleta;bicicleta;دراجة;自行车
transport_80;самока́т;trottinette;scooter;scooter;سكوتر;踏板车
transport_80;мото́цикл;moto;motocicleta;motocicleta;دراجة نارية;摩托车
transport_80;грузови́к;camion;camión;caminhão;شاحنة;卡车
transport_80;фура́;camion;camión;caminhão;الشاحنة;卡车
transport_80;тра́ктор;tracteur;tractor;trator;جرار;拖拉机
transport_80;ско́рость;vitesse;velocidad;velocidade;السرعة;速度
transport_80;доро́га;route;camino;estrada;الطريق;路
transport_80;у́лица;rue;calle;rua;شارع;街道
transport_80;шоссе;autoroute;autopista;rodovia;الطريق السريع;高速公路
transport_80;перекре́сток;intersection;intersección;interseção;تقاطع;交叉口
transport_80;све́тофор;feu de circulation;semáforo;semáforo;إشارة المرور;交通灯
transport_80;перехо́д;passage pour piétons;paso de peatones;faixa de pedestres;معبر المشاة;人行横道
transport_80;остановка;arrête;detener;parar;توقف;停止
transport_80;маршрут;itinéraire;ruta;rota;الطريق;路线
transport_80;биле́т;billet;billete;ingresso;تذكرة;票
transport_80;проездной;titre de transport;pase de viaje;passe de viagem;بطاقة السفر;旅行通行证
transport_80;расписа́ние;calendrier;horario;cronograma;الجدول الزمني;时间表
transport_80;пассажи́р;passager;pasajero;passageiro;راكب;乘客
transport_80;води́тель;pilote;conductor;motorista;السائق;司机
transport_80;машини́ст;conducteur de train;conductor de tren;maquinista;سائق القطار;火车司机
transport_80;пило́т;pilote;piloto;piloto;طيار;飞行员
transport_80;рейс;vol;vuelo;voo;الرحلة;航班
transport_80;бага́ж;bagages;equipaje;bagagem;الأمتعة;行李
transport_80;чемода́н;valise;maleta;mala;حقيبة السفر;手提箱
transport_80;реме́нь безопасности;ceinture de sécurité;cinturón de seguridad;cinto de segurança;حزام الأمان;安全带
transport_80;автокресло;siège auto;asiento de coche;assento de carro;مقعد السيارة;汽车座椅
transport_80;парковка;stationnement;estacionamiento;estacionamento;مواقف السيارات;停车
transport_80;про́бка;embouteillage;atasco de tráfico;engarrafamento;ازدحام المرور;交通堵塞
transport_80;ава́рия;accident;accidente;acidente;حادث;事故
transport_80;штраф;bien;bien;bem;جيد;很好
